"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD"
"30/10/2009","63","QUINDIO","63130","CALARCA","1"
"01/11/2009","63","QUINDIO","63130","CALARCA","1"
"04/11/2009","63","QUINDIO","63130","CALARCA","1"
"05/11/2009","63","QUINDIO","63130","CALARCA","1"
"10/11/2009","63","QUINDIO","63130","CALARCA","1"
"10/11/2009","63","QUINDIO","63130","CALARCA","1"
"18/11/2009","63","QUINDIO","63130","CALARCA","1"
"19/11/2009","63","QUINDIO","63130","CALARCA","1"
"19/11/2009","63","QUINDIO","63130","CALARCA","1"
"21/11/2009","63","QUINDIO","63130","CALARCA","1"
"21/11/2009","63","QUINDIO","63130","CALARCA","1"
"22/11/2009","63","QUINDIO","63130","CALARCA","1"
"25/11/2009","63","QUINDIO","63130","CALARCA","1"
"26/11/2009","63","QUINDIO","63130","CALARCA","1"
"03/12/2009","63","QUINDIO","63130","CALARCA","1"
"03/12/2009","63","QUINDIO","63130","CALARCA","1"
"03/12/2009","63","QUINDIO","63130","CALARCA","1"
"05/12/2009","63","QUINDIO","63130","CALARCA","1"
"10/12/2009","63","QUINDIO","63130","CALARCA","1"
"19/12/2009","63","QUINDIO","63130","CALARCA","1"
"19/12/2009","63","QUINDIO","63130","CALARCA","1"
"23/12/2009","63","QUINDIO","63130","CALARCA","1"
"23/12/2009","63","QUINDIO","63130","CALARCA","1"
"23/12/2009","63","QUINDIO","63130","CALARCA","1"
"24/12/2009","63","QUINDIO","63130","CALARCA","1"
"25/12/2009","63","QUINDIO","63130","CALARCA","1"
"27/12/2009","63","QUINDIO","63130","CALARCA","1"
"28/12/2009","63","QUINDIO","63130","CALARCA","1"
"01/01/2010","63","QUINDIO","63130","CALARCA","1"
"04/01/2010","63","QUINDIO","63130","CALARCA","1"
"05/01/2010","63","QUINDIO","63130","CALARCA","3"
"06/01/2010","63","QUINDIO","63130","CALARCA","1"
"08/01/2010","63","QUINDIO","63130","CALARCA","1"
"12/01/2010","63","QUINDIO","63130","CALARCA","1"
"15/01/2010","63","QUINDIO","63130","CALARCA","2"
"18/01/2010","63","QUINDIO","63130","CALARCA","2"
"22/01/2010","63","QUINDIO","63130","CALARCA","1"
"29/01/2010","63","QUINDIO","63130","CALARCA","3"
"30/01/2010","63","QUINDIO","63130","CALARCA","1"
"01/02/2010","63","QUINDIO","63130","CALARCA","1"
"03/02/2010","63","QUINDIO","63130","CALARCA","4"
"06/02/2010","63","QUINDIO","63130","CALARCA","1"
"07/02/2010","63","QUINDIO","63130","CALARCA","1"
"12/02/2010","63","QUINDIO","63130","CALARCA","2"
"15/02/2010","63","QUINDIO","63130","CALARCA","2"
"19/02/2010","63","QUINDIO","63130","CALARCA","1"
"20/02/2010","63","QUINDIO","63130","CALARCA","1"
"26/02/2010","63","QUINDIO","63130","CALARCA","1"
"27/02/2010","63","QUINDIO","63130","CALARCA","1"
"28/02/2010","63","QUINDIO","63130","CALARCA","7"
"01/03/2010","63","QUINDIO","63130","CALARCA","1"
"04/03/2010","63","QUINDIO","63130","CALARCA","1"
"14/03/2010","63","QUINDIO","63130","CALARCA","3"
"15/03/2010","63","QUINDIO","63130","CALARCA","1"
"21/03/2010","63","QUINDIO","63130","CALARCA","1"
"26/03/2010","63","QUINDIO","63130","CALARCA","1"
"28/03/2010","63","QUINDIO","63130","CALARCA","1"
"30/03/2010","63","QUINDIO","63130","CALARCA","1"
"31/03/2010","63","QUINDIO","63130","CALARCA","2"
"02/04/2010","63","QUINDIO","63130","CALARCA","1"
"03/04/2010","63","QUINDIO","63130","CALARCA","1"
"07/04/2010","63","QUINDIO","63130","CALARCA","1"
"19/04/2010","63","QUINDIO","63130","CALARCA","1"
"23/04/2010","63","QUINDIO","63130","CALARCA","1"
"24/04/2010","63","QUINDIO","63130","CALARCA","4"
"26/04/2010","63","QUINDIO","63130","CALARCA","1"
"29/04/2010","63","QUINDIO","63130","CALARCA","1"
"30/04/2010","63","QUINDIO","63130","CALARCA","1"
"01/05/2010","63","QUINDIO","63130","CALARCA","2"
"03/05/2010","63","QUINDIO","63130","CALARCA","2"
"06/05/2010","63","QUINDIO","63130","CALARCA","1"
"10/05/2010","63","QUINDIO","63130","CALARCA","1"
"12/05/2010","63","QUINDIO","63130","CALARCA","1"
"15/05/2010","63","QUINDIO","63130","CALARCA","1"
"20/05/2010","63","QUINDIO","63130","CALARCA","1"
"23/05/2010","63","QUINDIO","63130","CALARCA","2"
"25/05/2010","63","QUINDIO","63130","CALARCA","1"
"27/05/2010","63","QUINDIO","63130","CALARCA","1"
"08/06/2010","63","QUINDIO","63130","CALARCA","1"
"10/06/2010","63","QUINDIO","63130","CALARCA","1"
"12/06/2010","63","QUINDIO","63130","CALARCA","1"
"17/06/2010","63","QUINDIO","63130","CALARCA","1"
"20/06/2010","63","QUINDIO","63130","CALARCA","1"
"26/06/2010","63","QUINDIO","63130","CALARCA","1"
"08/07/2010","63","QUINDIO","63130","CALARCA","1"
"12/07/2010","63","QUINDIO","63130","CALARCA","1"
"21/07/2010","63","QUINDIO","63130","CALARCA","1"
"25/07/2010","63","QUINDIO","63130","CALARCA","1"
"02/08/2010","63","QUINDIO","63130","CALARCA","3"
"09/08/2010","63","QUINDIO","63130","CALARCA","1"
"11/08/2010","63","QUINDIO","63130","CALARCA","1"
"12/08/2010","63","QUINDIO","63130","CALARCA","2"
"15/08/2010","63","QUINDIO","63130","CALARCA","1"
"21/08/2010","63","QUINDIO","63130","CALARCA","1"
"23/08/2010","63","QUINDIO","63130","CALARCA","1"
"25/08/2010","63","QUINDIO","63130","CALARCA","1"
"27/08/2010","63","QUINDIO","63130","CALARCA","1"
"06/09/2010","63","QUINDIO","63130","CALARCA","3"
"12/09/2010","63","QUINDIO","63130","CALARCA","1"
"12/09/2010","63","QUINDIO","63130","CALARCA","2"
"15/09/2010","63","QUINDIO","63130","CALARCA","1"
"19/09/2010","63","QUINDIO","63130","CALARCA","1"
"20/09/2010","63","QUINDIO","63130","CALARCA","1"
"30/09/2010","63","QUINDIO","63130","CALARCA","1"
"01/10/2010","63","QUINDIO","63130","CALARCA","1"
"02/10/2010","63","QUINDIO","63130","CALARCA","1"
"05/10/2010","63","QUINDIO","63130","CALARCA","1"
"11/10/2010","63","QUINDIO","63130","CALARCA","1"
"12/10/2010","63","QUINDIO","63130","CALARCA","1"
"16/10/2010","63","QUINDIO","63130","CALARCA","2"
"17/10/2010","63","QUINDIO","63130","CALARCA","1"
"19/10/2010","63","QUINDIO","63130","CALARCA","3"
"20/10/2010","63","QUINDIO","63130","CALARCA","2"
"25/10/2010","63","QUINDIO","63130","CALARCA","1"
"26/10/2010","63","QUINDIO","63130","CALARCA","1"
"27/10/2010","63","QUINDIO","63130","CALARCA","1"
"29/10/2010","63","QUINDIO","63130","CALARCA","1"
"01/11/2010","63","QUINDIO","63130","CALARCA","1"
"03/11/2010","63","QUINDIO","63130","CALARCA","1"
"04/11/2010","63","QUINDIO","63130","CALARCA","1"
"08/11/2010","63","QUINDIO","63130","CALARCA","2"
"09/11/2010","63","QUINDIO","63130","CALARCA","2"
"10/11/2010","63","QUINDIO","63130","CALARCA","1"
"12/11/2010","63","QUINDIO","63130","CALARCA","1"
"16/11/2010","63","QUINDIO","63130","CALARCA","2"
"25/11/2010","63","QUINDIO","63130","CALARCA","1"
"29/11/2010","63","QUINDIO","63130","CALARCA","1"
"01/12/2010","63","QUINDIO","63130","CALARCA","2"
"04/12/2010","63","QUINDIO","63130","CALARCA","3"
"20/12/2010","63","QUINDIO","63130","CALARCA","2"
"27/12/2010","63","QUINDIO","63130","CALARCA","2"
"01/01/2011","63","QUINDIO","63130","CALARCA","1"
"05/01/2011","63","QUINDIO","63130","CALARCA","1"
"08/01/2011","63","QUINDIO","63130","CALARCA","2"
"16/01/2011","63","QUINDIO","63130","CALARCA","2"
"20/01/2011","63","QUINDIO","63130","CALARCA","1"
"22/01/2011","63","QUINDIO","63130","CALARCA","2"
"27/01/2011","63","QUINDIO","63130","CALARCA","2"
"28/01/2011","63","QUINDIO","63130","CALARCA","1"
"29/01/2011","63","QUINDIO","63130","CALARCA","1"
"04/02/2011","63","QUINDIO","63130","CALARCA","1"
"06/02/2011","63","QUINDIO","63130","CALARCA","5"
